id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
5040,Canadian Centre For Addictions Rehabilitation,"420 Division Street, Cobourg, ON",K9A 3R9,(855) 499-9446,"Mental Health Services, Drug Abuse Information","Mental Health Services, Drug Abuse Information",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,canadian centre for addictions rehabilitation,Cobourg,Good
5041,Canadian Centre For Addictions Rehabilitation,"175 Dorset Street W, Port Hope, ON",L1A 1G4,(855) 499-9446,"Mental Health Services, Drug Abuse Information","Mental Health Services, Drug Abuse Information",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,canadian centre for addictions rehabilitation,Port Hope,Good
5042,1000 Island Addictions and Treatment Centre,"853 Thousand Island Parkway, Mallorytown, ON",K0E 1R0,(855) 885-5805,"Rehabilitation, Health and Wellness, Mental Health Services","Rehabilitation, Health and Wellness, Mental Health Services",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,1000 island addictions and treatment centre,Mallorytown,Good
5043,Life + Hope Wellness,"51 King Street East, Brockville, ON",K6V 1A7,(613) 423-9928,Mental Health Services,Mental Health Services,https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,life hope wellness,Brockville,Good
5044,Hilary MacKenzie MSW RSW Counselling,"1528 Stittsville Main Street, Ottawa, ON",K2S 1C6,(613) 435-9299,Mental Health Services,Mental Health Services,https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,hilary mackenzie msw rsw counselling,Ottawa,Good
5045,Lotus Mental Health,"868 Quartet Avenue, Ottawa, ON",K4M 1B2,(613) 255-3459,Mental Health Services,Mental Health Services,https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,lotus mental health,Ottawa,Good
5046,Dr. Elaine Clark,"2571 Carling Avenue, Suite 201, Ottawa, ON",K2B 7H7,(613) 828-4457,"Doctor Referral, Mental Health Services, Pain Management Clinics","Doctor Referral, Mental Health Services, Pain Management Clinics",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,dr elaine clark,Ottawa,Good
5047,Root In Nature Therapy,"4 Beliveau Street, Nepean, ON",K2E 5L3,(613) 552-0629,"Health and Wellness, Mental Health Services","Health and Wellness, Mental Health Services",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,root in nature therapy,Nepean,Good
5048,Embassy West Senior Living,"1400 Carling Avenue, Ottawa, ON",K1Z 7L8,(613) 729-4321,"Senior Living, Mental Health Services, Senior Services","Senior Living, Mental Health Services, Senior Services",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,embassy west senior living,Ottawa,Good
5049,ParaMed Home Health Care,"1145 Hunt Club Road, Suite 400, Ottawa, ON",K1V 0Y3,(613) 728-7080,"Home Health Care, Mental Health Services, Senior Home Care","Home Health Care, Mental Health Services, Senior Home Care",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,paramed home health care,Ottawa,Good
5053,Rideau Community Health Services,Merrickville ON,,,,healthcare services,https://www.facebook.com/rideaucommunityhealth/,-1,0,0,rideau community health services,Merrickville,Good
5054,Gallivan Mental Health and Wellness,,,,"24/7 access to mental health services and resources, providing immediate support whenever you need it.","mental health, immediate support, wellness",https://www.mystudentplan.ca/ridgetown/en/mywellness/toolbox,-1,0,0,gallivan mental health and wellness,,Empty City
5059,Binesiwag Center for Wellness,Southern Treaty #3,,,"A community-centered organization providing mental health and addiction services including counseling, addiction support, and navigation through various support systems, particularly focused on Indigenous populations and creating safe spaces for marginalized groups.","mental health, addiction support, counseling services, Indigenous populations, safe spaces, LGBTQIIA+ support",https://www.theregional.com/councillor-olsen-addresses-mental-health-and-addictions-myths/,-1,0,0,binesiwag center for wellness,Southern Treaty,Good
5062,Health and Performance Centre (HPC),,,519-767-5011 (press 1 to reach reception),Provides health and performance support to the university community.,"Health support, performance support, university services.",https://wellness.uoguelph.ca/sexual-violence-support-centre/contact-us,-1,0,0,health and performance centre,,Empty City
5063,Homewood Employee Health,,,1-800-663-1142,"Access to counselling is available 24 hours per day, seven days per week through the University's EFAP provider.","counselling, Employee and Family Assistance Program, mental health support",https://www.uoguelph.ca/wellnessatwork/wellness-resources,-1,0,0,homewood employee health,,Empty City
5064,Distress and Crisis Ontario,,,,"Provides a network of sexual assault and domestic violence treatment centres across Ontario, offering comprehensive, trauma-specific care and treatment to victims/survivors.","Sexual Assault, Domestic Violence, Trauma-Specific Care",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,distress and crisis ontario,,Empty City
5065,Talk4Healing,,,1-855-554-HEAL,"Offers support and resources 24/7 through talk, text, and chat, grounded in Indigenous culture and tradition.","Indigenous, Support, Resources, 24/7, Counseling",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,talk4healing,,Empty City
5066,Fem’aide,,,1-877-336-2433,"A confidential, French-speaking support service for women in Ontario, available 24/7 to connect victims and survivors of violence to community services.","French-speaking, Women, Support Service, 24/7, Community Services",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,fem aide,,Empty City
5067,Assaulted Women’s Help Line (AWHL),,,1-866-863-0511,"Provides free, confidential, and anonymous crisis counselling, emotional support, information, and referrals for women who have experienced abuse.","Women, Crisis Counseling, Emotional Support, Confidential, Abuse",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,assaulted women s help line,,Empty City
5068,Male Survivors of Sexual Violence/Abuse,,,1-866-887-0015,Offers help for male survivors of sexual abuse with services delivered by agencies across the province.,"Male Survivors, Sexual Abuse, Support Services, Provincial",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,male survivors of sexual violence abuse,,Empty City
5069,Hope for Wellness for Indigenous Peoples,,,1-855-242-3310,"Provides support for Indigenous people by experienced and culturally competent counselors, available 24/7 by telephone and online chat.","Indigenous, Support, Counseling, 24/7, Culturally Competent",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,hope for wellness for indigenous peoples,,Empty City
5070,Sexual Health Ontario,,,,"Offers sexual health information, clinics for testing, treatments, or counseling.","Sexual Health, Information, Clinics, Counseling",https://www.dcontario.org/general-databases-and-supports/sexual-assault-and-sexual-violence-prevention-centres/,-1,0,0,sexual health ontario,,Empty City
5071,Local Rehab Clinic,"North Ridgeville, OH",,888-439-2821,"Local Rehab Clinic provides comprehensive personalized drug recovery rehabilitation and other substance abuse recovery like alcohol recovery programs, including treatments for opioid addiction with a focus on individualized treatment plans and holistic options.","drug rehabilitation, alcohol recovery, opioid addiction, personalized treatment, holistic treatment, counseling",https://www.localrehabclinic.com/north-ridgeville/local-rehab-clinic-north-ridgeville-oh/,-1,0,0,local rehab clinic,North Ridgeville,Good
5072,Child & Family Resource Center Inc.,,,,"Offers support services to expectant and new parents, including the Healthy Families program serving families and young children.","support services, expectant parents, new parents, family services, child development",https://www.fingerlakes1.com/2022/10/17/child-family-resource-center-of-the-finger-lakes-to-benefit-from-excellus-grant-worth-1m/,-1,0,0,child & family resource center inc,,Empty City
5073,Meno Ya Win Health Centre,"1 Meno Ya Win Way, Sioux Lookout, Ontario",P8T 1B4,,"The center provides healthcare services to 30,000 people across 31 remote communities, offering a broad range of general and specialized resources including acute care, admitting, general anesthesia, and surgical resources. It is a center of excellence for Aboriginal care.","healthcare services, remote communities, general care, specialized care, Aboriginal care",https://www.rrh.org.au/journal/article/8574,1,0,0,meno ya win health centre,Sioux Lookout,Good
5080,Canadian Centre for Addictions,,,1-855-499-9446,"The Canadian Centre for Addictions offers comprehensive addiction treatment services, including inpatient and outpatient programs, medically monitored detox, and various therapies to help individuals recover from substance abuse. They also provide lifetime aftercare and mental health support.","addiction treatment, inpatient rehab, outpatient care, detox, mental health support, lifetime aftercare",https://www.bing.com/aclick?ld=e8yWyE8BoCY2v7wmH-SpH-GzVUCUzS1OZ-RISNepCfucj-BhYasMGJ0eW_uaBbT9y7AVBaosQVUvF5nzrEHeSmyiK3lu8wXIR0baQHzwjF1NG5z3xZb6GozA1FyhTPsIywYtNBnMdeSrK2RudaeOhonsQqUOwwtT9f8t4oW8NSZdpp9B-vESSruWjJobZM0GHNxF8_zocUwnNAkMX-7tNT86xTOOI&u=aHR0cHMlM2ElMmYlMmZjYW5hZGlhbmNlbnRyZWZvcmFkZGljdGlvbnMub3JnJTNmbXNjbGtpZCUzZDkxNDhiM2QxNzYyNzFhODkxMWM4ZGExZTFmNDg4OWM5JTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkMDAxX05lYU1vYl9DYW5hZGEoT04pX1NlYXJjaF9Db252Ll9CcmFuZF8yOC4xMS4yMiUyNnV0bV90ZXJtJTNkb250YXJpbyUyNTIwYWRkaWN0aW9ucyUyNTIwbWVudGFsJTI1MjBoZWFsdGglMjZ1dG1fY29udGVudCUzZGNhbmFkaWFuJTI1MjBjZW50ZXIlMjUyMGZvciUyNTIwYWRkaWN0aW9ucw&rlid=9148b3d176271a8911c8da1e1f4889c9,-1,0,0,canadian centre for addictions,,Empty City
5081,EHN Bellwood Toronto,175 Brentcliffe Road,M4G 0C5,1-866-927-1585,"EHN Bellwood Toronto offers inpatient treatment for addiction and mental health issues, providing evidence-based programs, holistic care, and family support.","addiction, mental health, inpatient treatment, evidence-based, holistic care, family support",https://www.bing.com/aclick?ld=e8f7nKmQ2uH22-KqJ5KZSBlzVUCUwmzoGG1HnPfXPODxXTzNZGb_9FCARNVMFGee8O261XOjBrqEAttVg5N_xdEbS5dhmlISNcnHd6moAWX9NfLkuod_LmD-quq5_KhmfFUDbxt8MUve5Y7XI-RVgB4eF18VsQFU3LzOg9PNrt6cC1AQpuilMPygnPVK2zFvSaeSfmu1MRdhFf2OMZlAL8UXNsLt8&u=aHR0cHMlM2ElMmYlMmZ3d3cuZWRnZXdvb2RoZWFsdGhuZXR3b3JrLmNvbSUyZmxvY2F0aW9ucyUyZmJlbGx3b29kJTJmcHJvZ3JhbXMlMmZjb3JlLWFkZGljdGlvbi1tZW50YWwtaGVhbHRoLXByb2dyYW0lMmYlM2Z1dG1fY2FtcGFpZ24lM2RTVURfQ2VudHJhbF9TdWJzdGFuY2UtVXNlLURpc29yZGVyX0IyQ19CQV9NRl9CV19BVUczMTIyJTI2dXRtX2FkZ3JvdXAlM2RkcnVnJTI1MjBhZGRpY3Rpb24lMjUyMHRyZWF0bWVudCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV90ZXJtJTNkdHJlYXRtZW50JTI1MjBjZW50ZXJzJTI1MjBuZWFyJTI1MjBtZSUyNnV0bV9jb250ZW50JTNkJTI2bXNjbGtpZCUzZDZiZjU0YmQ0ZDUwNjE0YzZlMDQ4MjIxYmJjNjk5ZmQx&rlid=6bf54bd4d50614c6e048221bbc699fd1,1,0,0,ehn bellwood toronto,Brentcliffe Road,Good
5084,Clearview Residential Treatment Center,,,866-584-4788,"America's Leading Residential Treatment Center for Struggling Girls for 30 Years, offering programs like addiction treatment, family therapy, and more.","Residential Treatment Center, addiction treatment, emotional therapy, family therapy, equine therapy, mentoring",https://www.clearviewhorizon.com/sitemap/,-1,0,0,clearview residential treatment center,,Empty City
5085,Clearview Residential Treatment Center,,,866-584-4788,A Premier Residential Treatment Center for Girls in Montana focusing on mental health and life mentoring.,"Residential Treatment Center, mental health, life mentoring, faith-based program",https://www.clearviewhorizon.com/sitemap/,-1,0,0,clearview residential treatment center,,Empty City
5086,Canadian Centre for Addictions - Cobourg,"Cobourg, Ontario",,1-855-499-9446,"Provides comprehensive inpatient and outpatient rehab programs, medically monitored detox, and support for addiction recovery, including aftercare and mental health services.","addiction recovery, inpatient treatment, outpatient treatment, medically monitored detox, mental health support",https://www.bing.com/aclick?ld=e8296UocFfYtXqduWiT_gDmzVUCUxUiO7I5iqOR0WGxuGB2oWnfgOkFNL6Ns5Mr8bpHw9pqW_9lMyiow2JyOnCATxoyj7PyNffvOCykun-QlZxtUTu1E_l6hRh-zsp7o3BISZ6Xtn4Z21d1be7_cVCdCkHl1rX7mqXbFbDU074_oEKARGKpCdnve4Y7m6fDcpU_e-GWRZlToGfKVWFT1ZT1eWQyMI&u=aHR0cHMlM2ElMmYlMmZjYW5hZGlhbmNlbnRyZWZvcmFkZGljdGlvbnMub3JnJTNmbXNjbGtpZCUzZGMyYTVjYTVlOWQxZTE5ZjY3ZDg1YTM5MWY0ODgxMTgxJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkMDAxX05lYU1vYl9DYW5hZGEoT04pX1NlYXJjaF9Db252Ll9CcmFuZF8yOC4xMS4yMiUyNnV0bV90ZXJtJTNkb250YXJpbyUyNTIwYWRkaWN0aW9ucyUyNTIwbWVudGFsJTI1MjBoZWFsdGglMjZ1dG1fY29udGVudCUzZGNhbmFkaWFuJTI1MjBjZW50ZXIlMjUyMGZvciUyNTIwYWRkaWN0aW9ucw&rlid=c2a5ca5e9d1e19f67d85a391f4881181,-1,0,0,canadian centre for addictions cobourg,Cobourg,Good
