id,Service name,Clean_Service_Name,City,best_match_gt,similarity_score,is_match
5536,Stoney Creek Family Doctors and Walk-In Clinic,stoney creek family doctors and walk in clinic,King St E,Institute for Advancements in Mental Health,49,False
5554,North Bay Parry Sound District Health Unit,north bay parry sound district health unit,,Brightshores Health System,57,False
5564,True Roots Healthcare,true roots healthcare,-,Canadian Mental Health Association Hastings Prince Edward,52,False
5576,Sundridge & District Medical Centre,sundridge & district medical centre,,National Eating Disorder Information Centre,53,False
5577,Sunshine Coast Health Centre,sunshine coast health centre,,Southwest Ontario Aboriginal Health Access Centre,64,False
5578,Start Today Recover Center,start today recover center,,Recovery Canada,69,False
5579,Pacific Interventions,pacific interventions,,General Topics and Information - Halton Hills,52,False
5581,Sunshine Coast Health Centre,sunshine coast health centre,,Southwest Ontario Aboriginal Health Access Centre,64,False
5598,Mental Health Center of America,mental health center of america,,CMHA Thames Valley Addiction and Mental Health Services,68,False
5612,Crawford Therapy: Compassionate Care for Tehkummah and Beyond,crawford therapy compassionate care for tehkummah and beyond,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",48,False
5617,Reset Counselling & Psychotherapy - Lindsay Tsang & Associates,reset counselling & psychotherapy lindsay tsang & associates,-,Wellkin,71,False
5623,Giyak Moseng - The Right Path Mental Health Counseling and Prevention Services,giyak moseng the right path mental health counseling and prevention services,,"Lakeridge Health, Durham Mental Health Services",72,True
5624,North Bay Parry Sound District Health Unit,north bay parry sound district health unit,,Brightshores Health System,57,False
5625,Anishinabek Police Service,anishinabek police service,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",55,False
5639,Temiskaming Hospital,temiskaming hospital,,Huron Health System - Alexandra Marine and General Hospital,67,False
5641,Pathstone Mental Health,pathstone mental health,,Parents For Children's Mental Health,79,True
5643,People Advocating for Change Through Empowerment - Schreiber-Terrace Bay Office - Mental Illness Support Network,people advocating for change through empowerment schreiber terrace bay office mental illness support network,Manitoba St,Simcoe Muskoka Family Connexions,44,False
5650,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5665,Brightshores Health System Owen Sound,brightshores health system owen sound,,Brightshores Health System,100,True
5666,Collingwood General and Marine Hospital,collingwood general and marine hospital,,Huron Health System - Alexandra Marine and General Hospital,82,True
5676,Maamwesying North Shore Community Health Services Inc.,maamwesying north shore community health services inc,,Eden Community Homes,75,True
5696,Ontario Native Women's Association,ontario native women s association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",62,False
5697,Mindimooyenh Health Clinic,mindimooyenh health clinic,,CMHA Thames Valley Addiction and Mental Health Services,59,False
5698,Urban Aboriginal Strategy,urban aboriginal strategy,,Southwest Ontario Aboriginal Health Access Centre,60,False
5699,Youth Life Promotion (Mentorship),youth life promotion,,Southwest Ontario Aboriginal Health Access Centre,54,False
5700,Youth in Transition - Human Trafficking,youth in transition human trafficking,,Wellkin,55,False
5719,Kids Help Phone,kids help phone,,Indwell,57,False
5720,Suicide Crisis Helpline,suicide crisis helpline,,Wellkin,71,False
5721,Hope for Wellness Help Line,hope for wellness help line,,Wellkin,71,False
5727,Peterborough Regional Health Centre,peterborough regional health centre,,Southwest Ontario Aboriginal Health Access Centre,68,False
5728,Ross Memorial Hospital,ross memorial hospital,,Huron Health System - Alexandra Marine and General Hospital,74,True
5729,Haliburton Highlands Health Services,haliburton highlands health services,,CMHA Thames Valley Addiction and Mental Health Services,70,False
5730,Buckhorn Regional Health Centre,buckhorn regional health centre,,Southwest Ontario Aboriginal Health Access Centre,72,True
5731,Kinmount & District Health Centre,kinmount & district health centre,,Wellkin,60,False
5732,Community Care Peterborough (Buckhorn office),community care peterborough,,Eden Community Homes,67,False
5735,MindFirst Therapy,mindfirst therapy,,Indwell,55,False
5737,Heartsbloom - Tihana Deanovic,heartsbloom tihana deanovic,,Hanover Place,53,False
5738,Paramount Rehab Centre,paramount rehab centre,,National Eating Disorder Information Centre,61,False
5739,Vcare Physio & Rehab,vcare physio & rehab,,Niagara (Region of). Public Health and Emergency Services,45,False
5740,Room for Growth Counselling Services,room for growth counselling services,,Wellkin,71,False
5741,Shepherd Psychotherapy - Lea Sutherland,shepherd psychotherapy lea sutherland,,Hanover Place,54,False
5742,Shepherd Psychotherapy - Jeff Shepherd,shepherd psychotherapy jeff shepherd,,Alzheimer Society Huron Perth,48,False
5743,Anxiety Care Centre,anxiety care centre,,Southwest Ontario Aboriginal Health Access Centre,65,False
5744,Oak and Sands Counselling Services,oak and sands counselling services,,Wellkin,71,False
5745,ALAViDA,alavida,,Recovery Canada,67,False
5746,Fresh Solutions Therapy,fresh solutions therapy,,Friendship Bench (The),55,False
5747,Heartsbloom - Behnoosh Ameli,heartsbloom behnoosh ameli,,Wellkin,60,False
5751,Unraveling Psychotherapy & Coaching,unraveling psychotherapy & coaching,,Wellkin,57,False
5753,Life Solutions Counselling & Coaching Services,life solutions counselling & coaching services,,Wellkin,71,False
5768,The Village Wellness Services,the village wellness services,-,Wellkin,71,False
5773,Thresholds Mobile Crisis Response Team,thresholds mobile crisis response team,,Responsible Gambling Council,54,False
5774,Thresholds Living Room Program,thresholds living room program,,Responsible Gambling Council,50,False
5781,Mental Health Center of Denver,mental health center of denver,,Family Mental Health Support Network of Niagara,70,False
5783,Preferred Family Healthcare,preferred family healthcare,,Huron Perth Healthcare Alliance,59,False
5785,GROW Counseling,grow counseling,,Wellkin,67,False
5789,Community Links - Central Hastings Family Health Team,community links central hastings family health team,,Eden Community Homes,67,False
5796,Advance Therapy ABA Services,advance therapy aba services,-,Canadian Mental Health Association Hastings Prince Edward,48,False
5808,Gateway Community Health Ctr,gateway community health ctr,,Eden Community Homes,70,False
5811,Jean Tweed Centre,jean tweed centre,,National Eating Disorder Information Centre,64,False
5815,Jean Tweed Centre,jean tweed centre,,National Eating Disorder Information Centre,64,False
5816,Jean Tweed Centre,jean tweed centre,,National Eating Disorder Information Centre,64,False
5817,Jean Tweed Centre,jean tweed centre,Evans Ave,Reconnect Health Services,45,False
5819,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5824,Associates in Counseling and Child Guidance (ACCG),associates in counseling and child guidance,,Wellkin,57,False
5825,Forensic Psychiatric Center of Northeast Ohio,forensic psychiatric center of northeast ohio,,Friendship Bench (The),60,False
5827,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5828,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5830,211 Eastern Ontario,211 eastern ontario,,Spinal Cord Injury Ontario,62,False
5831,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5835,Norfolk Association for Community Living,norfolk association for community living,,Canadian Mental Health Association. Simcoe County Branch,63,False
5855,Prince Albert Mental Health Centre,prince albert mental health centre,,CMHA Thames Valley Addiction and Mental Health Services,69,False
5856,Addiction Services - Rapid Access to Addiction Medicine (RAAM),addiction services rapid access to addiction medicine,-,Canadian Mental Health Association Hastings Prince Edward,47,False
5857,Friendly Calls Program (Canadian Red Cross),friendly calls program,,Friendship Bench (The),62,False
5858,Personal Disaster Assistance (Red Cross),personal disaster assistance,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",54,False
5859,Prince Albert Mental Health Center,prince albert mental health center,,CMHA Thames Valley Addiction and Mental Health Services,66,False
5860,Addiction Services Regional Office,addiction services regional office,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",69,False
5861,Crawford Therapy: Compassionate Mental Health Services,crawford therapy compassionate mental health services,,"Lakeridge Health, Durham Mental Health Services",72,True
5875,Inspira Medical Center Vineland,inspira medical center vineland,,Indwell,57,False
5876,Inspira Health Network,inspira health network,,Family Mental Health Support Network of Niagara,78,True
5880,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5884,South Bruce Grey Health Centre – Chesley,south bruce grey health centre chesley,,Southwest Ontario Aboriginal Health Access Centre,64,False
5903,Imagine Therapeutic Services Inc.,imagine therapeutic services inc,Hwy,HF Care,43,False
5904,March of Dimes Canada,march of dimes canada,-,Canadian Mental Health Association Hastings Prince Edward,43,False
5908,Metamorphosis Centre for Change,metamorphosis centre for change,,Recovery Canada,57,False
5910,"Kate Paul, MA, RP",kate paul ma rp,,Hanover Place,50,False
5911,"Ryta Marie Peschka, RP",ryta marie peschka rp,,Huron Health System - Alexandra Marine and General Hospital,57,False
5912,"Ojasvi Bhardwaj, RP",ojasvi bhardwaj rp,,Niagara (Region of). Public Health and Emergency Services,44,False
5913,"Kevin Alderson, Ph.D.",kevin alderson ph d,,Indwell,57,False
5914,"Malika Chandra, RP (Qualifying)",malika chandra rp,,Huron Health System - Alexandra Marine and General Hospital,59,False
5931,North East Mental Wellness & Crisis Team,north east mental wellness & crisis team,,Wellkin,71,False
5943,Woolwich Community Health Centre,woolwich community health centre,,Eden Community Homes,65,False
5944,Wellesley Township Community Health Centre,wellesley township community health centre,,Indwell,73,True
5945,Human Relations Service,human relations service,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",74,True
